,movie_id,title,genres,user_id,rating,timestamp
9696,318,"Shawshank Redemption, The (1994)",Crime|Drama,373,5.0,938979601
9818,318,"Shawshank Redemption, The (1994)",Crime|Drama,631,5.0,897771545
9814,318,"Shawshank Redemption, The (1994)",Crime|Drama,619,5.0,831921795
9626,318,"Shawshank Redemption, The (1994)",Crime|Drama,214,5.0,978381918
9815,318,"Shawshank Redemption, The (1994)",Crime|Drama,622,5.0,1424225031
9531,318,"Shawshank Redemption, The (1994)",Crime|Drama,8,5.0,1154464714
9530,318,"Shawshank Redemption, The (1994)",Crime|Drama,7,5.0,851868187
9603,318,"Shawshank Redemption, The (1994)",Crime|Drama,159,5.0,1183518940
9689,318,"Shawshank Redemption, The (1994)",Crime|Drama,358,5.0,957535132
9826,318,"Shawshank Redemption, The (1994)",Crime|Drama,643,5.0,1372518439
9675,318,"Shawshank Redemption, The (1994)",Crime|Drama,333,5.0,1441197184
9624,318,"Shawshank Redemption, The (1994)",Crime|Drama,203,5.0,1226321327
9688,318,"Shawshank Redemption, The (1994)",Crime|Drama,355,5.0,1130104447
9601,318,"Shawshank Redemption, The (1994)",Crime|Drama,150,5.0,1113907633
9825,318,"Shawshank Redemption, The (1994)",Crime|Drama,641,5.0,834636276
9824,318,"Shawshank Redemption, The (1994)",Crime|Drama,639,5.0,832450891
9821,318,"Shawshank Redemption, The (1994)",Crime|Drama,634,5.0,1309492538
9691,318,"Shawshank Redemption, The (1994)",Crime|Drama,362,5.0,1217952389
9596,318,"Shawshank Redemption, The (1994)",Crime|Drama,140,5.0,1398068779
9597,318,"Shawshank Redemption, The (1994)",Crime|Drama,141,5.0,944933710
9823,318,"Shawshank Redemption, The (1994)",Crime|Drama,637,5.0,1343134386
9720,318,"Shawshank Redemption, The (1994)",Crime|Drama,430,5.0,1111489121
9747,318,"Shawshank Redemption, The (1994)",Crime|Drama,478,5.0,1446621527
9554,318,"Shawshank Redemption, The (1994)",Crime|Drama,67,5.0,854713313
9748,318,"Shawshank Redemption, The (1994)",Crime|Drama,479,5.0,1409004681
9749,318,"Shawshank Redemption, The (1994)",Crime|Drama,480,5.0,1272667015
9654,318,"Shawshank Redemption, The (1994)",Crime|Drama,291,5.0,1111488814
9655,318,"Shawshank Redemption, The (1994)",Crime|Drama,292,5.0,1140051038
9746,318,"Shawshank Redemption, The (1994)",Crime|Drama,472,5.0,947222673
9561,318,"Shawshank Redemption, The (1994)",Crime|Drama,78,5.0,1274050752
9742,318,"Shawshank Redemption, The (1994)",Crime|Drama,463,5.0,1049913589
9743,318,"Shawshank Redemption, The (1994)",Crime|Drama,466,5.0,945139349
9751,318,"Shawshank Redemption, The (1994)",Crime|Drama,483,5.0,1465387257
9762,318,"Shawshank Redemption, The (1994)",Crime|Drama,511,5.0,829352433
9563,318,"Shawshank Redemption, The (1994)",Crime|Drama,82,5.0,835973419
9763,318,"Shawshank Redemption, The (1994)",Crime|Drama,512,5.0,1433818724
9564,318,"Shawshank Redemption, The (1994)",Crime|Drama,85,5.0,837506848
9764,318,"Shawshank Redemption, The (1994)",Crime|Drama,513,5.0,843771830
9765,318,"Shawshank Redemption, The (1994)",Crime|Drama,514,5.0,853893691
9766,318,"Shawshank Redemption, The (1994)",Crime|Drama,516,5.0,844687085
9767,318,"Shawshank Redemption, The (1994)",Crime|Drama,518,5.0,945444158
9553,318,"Shawshank Redemption, The (1994)",Crime|Drama,64,5.0,843159871
9754,318,"Shawshank Redemption, The (1994)",Crime|Drama,496,5.0,843218287
9756,318,"Shawshank Redemption, The (1994)",Crime|Drama,501,5.0,1284994196
9757,318,"Shawshank Redemption, The (1994)",Crime|Drama,502,5.0,861304067
9759,318,"Shawshank Redemption, The (1994)",Crime|Drama,508,5.0,844376016
9658,318,"Shawshank Redemption, The (1994)",Crime|Drama,298,5.0,1446576619
9552,318,"Shawshank Redemption, The (1994)",Crime|Drama,63,5.0,1079098244
9637,318,"Shawshank Redemption, The (1994)",Crime|Drama,242,5.0,956683421
9650,318,"Shawshank Redemption, The (1994)",Crime|Drama,277,5.0,1463682021
9647,318,"Shawshank Redemption, The (1994)",Crime|Drama,267,5.0,1175984030
9732,318,"Shawshank Redemption, The (1994)",Crime|Drama,446,5.0,1436621001
9734,318,"Shawshank Redemption, The (1994)",Crime|Drama,449,5.0,836907434
9558,318,"Shawshank Redemption, The (1994)",Crime|Drama,73,5.0,1255502795
9643,318,"Shawshank Redemption, The (1994)",Crime|Drama,261,5.0,1101665518
9731,318,"Shawshank Redemption, The (1994)",Crime|Drama,445,5.0,1360005921
9730,318,"Shawshank Redemption, The (1994)",Crime|Drama,443,5.0,1427775162
9736,318,"Shawshank Redemption, The (1994)",Crime|Drama,452,5.0,976419528
9740,318,"Shawshank Redemption, The (1994)",Crime|Drama,460,5.0,1072836586
9722,318,"Shawshank Redemption, The (1994)",Crime|Drama,432,5.0,1271227572
9741,318,"Shawshank Redemption, The (1994)",Crime|Drama,461,5.0,1091067335
9638,318,"Shawshank Redemption, The (1994)",Crime|Drama,244,5.0,1448175706
9721,318,"Shawshank Redemption, The (1994)",Crime|Drama,431,5.0,1140454304
9556,318,"Shawshank Redemption, The (1994)",Crime|Drama,69,5.0,1366830848
9725,318,"Shawshank Redemption, The (1994)",Crime|Drama,438,5.0,1472550853
9640,318,"Shawshank Redemption, The (1994)",Crime|Drama,253,5.0,1215823680
9651,318,"Shawshank Redemption, The (1994)",Crime|Drama,279,5.0,838231264
9639,318,"Shawshank Redemption, The (1994)",Crime|Drama,250,5.0,1469697245
9652,318,"Shawshank Redemption, The (1994)",Crime|Drama,282,5.0,1111493752
9738,318,"Shawshank Redemption, The (1994)",Crime|Drama,457,5.0,1471383282
9739,318,"Shawshank Redemption, The (1994)",Crime|Drama,458,5.0,1365115653
9567,318,"Shawshank Redemption, The (1994)",Crime|Drama,89,5.0,1257620251
9774,318,"Shawshank Redemption, The (1994)",Crime|Drama,534,5.0,973377538
9715,318,"Shawshank Redemption, The (1994)",Crime|Drama,421,5.0,835170037
9716,318,"Shawshank Redemption, The (1994)",Crime|Drama,422,5.0,980859511
9663,318,"Shawshank Redemption, The (1994)",Crime|Drama,307,5.0,1209040104
9565,318,"Shawshank Redemption, The (1994)",Crime|Drama,86,5.0,848159148
9549,318,"Shawshank Redemption, The (1994)",Crime|Drama,57,5.0,907762409
9776,318,"Shawshank Redemption, The (1994)",Crime|Drama,536,5.0,829471721
9569,318,"Shawshank Redemption, The (1994)",Crime|Drama,92,5.0,848525624
9713,318,"Shawshank Redemption, The (1994)",Crime|Drama,411,5.0,944931267
9783,318,"Shawshank Redemption, The (1994)",Crime|Drama,548,5.0,857406014
9782,318,"Shawshank Redemption, The (1994)",Crime|Drama,547,5.0,1149387505
9568,318,"Shawshank Redemption, The (1994)",Crime|Drama,91,5.0,1448798101
9781,318,"Shawshank Redemption, The (1994)",Crime|Drama,546,5.0,1300579410
9780,318,"Shawshank Redemption, The (1994)",Crime|Drama,540,5.0,1168076342
9778,318,"Shawshank Redemption, The (1994)",Crime|Drama,538,5.0,831835577
9777,318,"Shawshank Redemption, The (1994)",Crime|Drama,537,5.0,879502851
9771,318,"Shawshank Redemption, The (1994)",Crime|Drama,523,5.0,1202234699
9660,318,"Shawshank Redemption, The (1994)",Crime|Drama,304,5.0,1352654887
9662,318,"Shawshank Redemption, The (1994)",Crime|Drama,306,5.0,939720907
9769,318,"Shawshank Redemption, The (1994)",Crime|Drama,520,5.0,1142025816
9633,318,"Shawshank Redemption, The (1994)",Crime|Drama,237,4.5,1102009616
9621,318,"Shawshank Redemption, The (1994)",Crime|Drama,199,4.5,1246110774
9625,318,"Shawshank Redemption, The (1994)",Crime|Drama,212,4.5,1218399810
9631,318,"Shawshank Redemption, The (1994)",Crime|Drama,230,4.5,1424846788
9572,318,"Shawshank Redemption, The (1994)",Crime|Drama,97,4.5,1460342280
9600,318,"Shawshank Redemption, The (1994)",Crime|Drama,149,4.5,1436919800
9599,318,"Shawshank Redemption, The (1994)",Crime|Drama,146,4.5,1256071030
9598,318,"Shawshank Redemption, The (1994)",Crime|Drama,143,4.5,1149651150
9594,318,"Shawshank Redemption, The (1994)",Crime|Drama,138,4.5,1440379086
9607,318,"Shawshank Redemption, The (1994)",Crime|Drama,164,4.5,1182619722
9582,318,"Shawshank Redemption, The (1994)",Crime|Drama,116,4.5,1163454676
9805,318,"Shawshank Redemption, The (1994)",Crime|Drama,587,4.5,1111347521
9798,318,"Shawshank Redemption, The (1994)",Crime|Drama,577,4.5,1111475134
9795,318,"Shawshank Redemption, The (1994)",Crime|Drama,572,4.5,1436465513
9819,318,"Shawshank Redemption, The (1994)",Crime|Drama,632,4.5,1263871159
9692,318,"Shawshank Redemption, The (1994)",Crime|Drama,364,4.5,1444529786
9827,318,"Shawshank Redemption, The (1994)",Crime|Drama,648,4.5,1205021727
9817,318,"Shawshank Redemption, The (1994)",Crime|Drama,627,4.5,1201378628
9816,318,"Shawshank Redemption, The (1994)",Crime|Drama,623,4.5,1225256582
9755,318,"Shawshank Redemption, The (1994)",Crime|Drama,500,4.5,1228945990
9753,318,"Shawshank Redemption, The (1994)",Crime|Drama,494,4.5,1342747739
9729,318,"Shawshank Redemption, The (1994)",Crime|Drama,442,4.5,1227917878
9768,318,"Shawshank Redemption, The (1994)",Crime|Drama,519,4.5,1468759064
9772,318,"Shawshank Redemption, The (1994)",Crime|Drama,529,4.5,1170799498
9770,318,"Shawshank Redemption, The (1994)",Crime|Drama,521,4.5,1370072453
9671,318,"Shawshank Redemption, The (1994)",Crime|Drama,323,4.5,1150487770
9653,318,"Shawshank Redemption, The (1994)",Crime|Drama,283,4.5,1130008264
9659,318,"Shawshank Redemption, The (1994)",Crime|Drama,303,4.5,1299591103
9664,318,"Shawshank Redemption, The (1994)",Crime|Drama,309,4.5,1114566580
9665,318,"Shawshank Redemption, The (1994)",Crime|Drama,311,4.5,1062014353
9657,318,"Shawshank Redemption, The (1994)",Crime|Drama,295,4.5,1100129621
9835,318,"Shawshank Redemption, The (1994)",Crime|Drama,664,4.5,1343731695
9673,318,"Shawshank Redemption, The (1994)",Crime|Drama,328,4.5,1147996930
9534,318,"Shawshank Redemption, The (1994)",Crime|Drama,13,4.5,1331380029
9539,318,"Shawshank Redemption, The (1994)",Crime|Drama,20,4.5,1224043037
9545,318,"Shawshank Redemption, The (1994)",Crime|Drama,38,4.5,1389722765
9547,318,"Shawshank Redemption, The (1994)",Crime|Drama,54,4.5,1352835937
9717,318,"Shawshank Redemption, The (1994)",Crime|Drama,423,4.0,1353690380
9723,318,"Shawshank Redemption, The (1994)",Crime|Drama,433,4.0,1417929784
9697,318,"Shawshank Redemption, The (1994)",Crime|Drama,376,4.0,974427397
9698,318,"Shawshank Redemption, The (1994)",Crime|Drama,378,4.0,1443291712
9700,318,"Shawshank Redemption, The (1994)",Crime|Drama,380,4.0,1151120177
9708,318,"Shawshank Redemption, The (1994)",Crime|Drama,399,4.0,841562212
9710,318,"Shawshank Redemption, The (1994)",Crime|Drama,407,4.0,962646429
9724,318,"Shawshank Redemption, The (1994)",Crime|Drama,434,4.0,886374328
9760,318,"Shawshank Redemption, The (1994)",Crime|Drama,509,4.0,939340252
9761,318,"Shawshank Redemption, The (1994)",Crime|Drama,510,4.0,944348557
9733,318,"Shawshank Redemption, The (1994)",Crime|Drama,447,4.0,832492644
9735,318,"Shawshank Redemption, The (1994)",Crime|Drama,450,4.0,1449349252
9737,318,"Shawshank Redemption, The (1994)",Crime|Drama,454,4.0,1463382447
9641,318,"Shawshank Redemption, The (1994)",Crime|Drama,254,4.0,845157265
9642,318,"Shawshank Redemption, The (1994)",Crime|Drama,257,4.0,1338008463
9645,318,"Shawshank Redemption, The (1994)",Crime|Drama,263,4.0,1117842318
9646,318,"Shawshank Redemption, The (1994)",Crime|Drama,266,4.0,840452329
9686,318,"Shawshank Redemption, The (1994)",Crime|Drama,353,4.0,1112268693
9690,318,"Shawshank Redemption, The (1994)",Crime|Drama,359,4.0,1339227774
9677,318,"Shawshank Redemption, The (1994)",Crime|Drama,338,4.0,841656206
9676,318,"Shawshank Redemption, The (1994)",Crime|Drama,334,4.0,1447031384
9666,318,"Shawshank Redemption, The (1994)",Crime|Drama,312,4.0,959932508
9669,318,"Shawshank Redemption, The (1994)",Crime|Drama,317,4.0,847633521
9670,318,"Shawshank Redemption, The (1994)",Crime|Drama,320,4.0,1424366411
9672,318,"Shawshank Redemption, The (1994)",Crime|Drama,324,4.0,1451519630
9674,318,"Shawshank Redemption, The (1994)",Crime|Drama,330,4.0,948577379
9831,318,"Shawshank Redemption, The (1994)",Crime|Drama,658,4.0,941488424
9837,318,"Shawshank Redemption, The (1994)",Crime|Drama,668,4.0,993613478
9797,318,"Shawshank Redemption, The (1994)",Crime|Drama,575,4.0,1012598899
9800,318,"Shawshank Redemption, The (1994)",Crime|Drama,580,4.0,1155616320
9803,318,"Shawshank Redemption, The (1994)",Crime|Drama,585,4.0,975363941
9804,318,"Shawshank Redemption, The (1994)",Crime|Drama,586,4.0,1214234014
9808,318,"Shawshank Redemption, The (1994)",Crime|Drama,595,4.0,965076996
9773,318,"Shawshank Redemption, The (1994)",Crime|Drama,533,4.0,965316060
9775,318,"Shawshank Redemption, The (1994)",Crime|Drama,535,4.0,838630391
9779,318,"Shawshank Redemption, The (1994)",Crime|Drama,539,4.0,956159456
9828,318,"Shawshank Redemption, The (1994)",Crime|Drama,651,4.0,945031247
9820,318,"Shawshank Redemption, The (1994)",Crime|Drama,633,4.0,848517977
9813,318,"Shawshank Redemption, The (1994)",Crime|Drama,613,4.0,1208297827
9636,318,"Shawshank Redemption, The (1994)",Crime|Drama,241,4.0,847339462
9635,318,"Shawshank Redemption, The (1994)",Crime|Drama,240,4.0,1098943148
9543,318,"Shawshank Redemption, The (1994)",Crime|Drama,31,4.0,1273542992
9544,318,"Shawshank Redemption, The (1994)",Crime|Drama,36,4.0,847056636
9548,318,"Shawshank Redemption, The (1994)",Crime|Drama,56,4.0,1473803992
9541,318,"Shawshank Redemption, The (1994)",Crime|Drama,26,4.0,1360087964
9532,318,"Shawshank Redemption, The (1994)",Crime|Drama,9,4.0,938628966
9533,318,"Shawshank Redemption, The (1994)",Crime|Drama,10,4.0,942766515
9536,318,"Shawshank Redemption, The (1994)",Crime|Drama,16,4.0,1178364881
9538,318,"Shawshank Redemption, The (1994)",Crime|Drama,19,4.0,855195189
9602,318,"Shawshank Redemption, The (1994)",Crime|Drama,152,4.0,1335947939
9608,318,"Shawshank Redemption, The (1994)",Crime|Drama,165,4.0,1111479639
9610,318,"Shawshank Redemption, The (1994)",Crime|Drama,172,4.0,843290567
9586,318,"Shawshank Redemption, The (1994)",Crime|Drama,122,4.0,832773017
9589,318,"Shawshank Redemption, The (1994)",Crime|Drama,126,4.0,833286440
9592,318,"Shawshank Redemption, The (1994)",Crime|Drama,134,4.0,1361245496
9593,318,"Shawshank Redemption, The (1994)",Crime|Drama,136,4.0,1405975931
9628,318,"Shawshank Redemption, The (1994)",Crime|Drama,218,4.0,1163106758
9630,318,"Shawshank Redemption, The (1994)",Crime|Drama,226,4.0,1243762758
9619,318,"Shawshank Redemption, The (1994)",Crime|Drama,193,4.0,971217748
9557,318,"Shawshank Redemption, The (1994)",Crime|Drama,72,4.0,1461778524
9559,318,"Shawshank Redemption, The (1994)",Crime|Drama,75,4.0,1165597501
9560,318,"Shawshank Redemption, The (1994)",Crime|Drama,77,4.0,1163006037
9555,318,"Shawshank Redemption, The (1994)",Crime|Drama,68,4.0,1219476825
9574,318,"Shawshank Redemption, The (1994)",Crime|Drama,101,4.0,1292402404
9580,318,"Shawshank Redemption, The (1994)",Crime|Drama,111,4.0,1097429677
9584,318,"Shawshank Redemption, The (1994)",Crime|Drama,119,4.0,913047258
9566,318,"Shawshank Redemption, The (1994)",Crime|Drama,88,4.0,1239757629
9551,318,"Shawshank Redemption, The (1994)",Crime|Drama,62,3.5,1451359418
9587,318,"Shawshank Redemption, The (1994)",Crime|Drama,124,3.5,1147861620
9590,318,"Shawshank Redemption, The (1994)",Crime|Drama,130,3.5,1138985739
9595,318,"Shawshank Redemption, The (1994)",Crime|Drama,139,3.5,1066860904
9784,318,"Shawshank Redemption, The (1994)",Crime|Drama,549,3.5,1268783173
9649,318,"Shawshank Redemption, The (1994)",Crime|Drama,271,3.5,1107785267
9648,318,"Shawshank Redemption, The (1994)",Crime|Drama,268,3.5,1314894046
9634,318,"Shawshank Redemption, The (1994)",Crime|Drama,238,3.5,1459365344
9728,318,"Shawshank Redemption, The (1994)",Crime|Drama,441,3.5,1078146006
9744,318,"Shawshank Redemption, The (1994)",Crime|Drama,468,3.5,1296195508
9750,318,"Shawshank Redemption, The (1994)",Crime|Drama,481,3.5,1437001004
9758,318,"Shawshank Redemption, The (1994)",Crime|Drama,505,3.5,1340404806
9822,318,"Shawshank Redemption, The (1994)",Crime|Drama,635,3.0,1448301659
9830,318,"Shawshank Redemption, The (1994)",Crime|Drama,657,3.0,841960771
9832,318,"Shawshank Redemption, The (1994)",Crime|Drama,659,3.0,835642219
9799,318,"Shawshank Redemption, The (1994)",Crime|Drama,578,3.0,1418984381
9562,318,"Shawshank Redemption, The (1994)",Crime|Drama,81,3.0,1307171149
9719,318,"Shawshank Redemption, The (1994)",Crime|Drama,426,3.0,1310375718
9718,318,"Shawshank Redemption, The (1994)",Crime|Drama,425,3.0,1112383732
9707,318,"Shawshank Redemption, The (1994)",Crime|Drama,394,3.0,1297525296
9701,318,"Shawshank Redemption, The (1994)",Crime|Drama,382,3.0,1371773051
9726,318,"Shawshank Redemption, The (1994)",Crime|Drama,439,3.0,1041113319
9752,318,"Shawshank Redemption, The (1994)",Crime|Drama,487,3.0,832836275
9745,318,"Shawshank Redemption, The (1994)",Crime|Drama,470,3.0,1234088613
9661,318,"Shawshank Redemption, The (1994)",Crime|Drama,305,3.0,947401709
9656,318,"Shawshank Redemption, The (1994)",Crime|Drama,294,3.0,1082752877
9579,318,"Shawshank Redemption, The (1994)",Crime|Drama,110,3.0,840100439
9577,318,"Shawshank Redemption, The (1994)",Crime|Drama,105,3.0,1086272698
9575,318,"Shawshank Redemption, The (1994)",Crime|Drama,102,3.0,956598677
9644,318,"Shawshank Redemption, The (1994)",Crime|Drama,262,3.0,1433898853
9620,318,"Shawshank Redemption, The (1994)",Crime|Drama,195,3.0,977725027
9591,318,"Shawshank Redemption, The (1994)",Crime|Drama,133,2.5,1416146851
9550,318,"Shawshank Redemption, The (1994)",Crime|Drama,59,2.5,1144756299
9571,318,"Shawshank Redemption, The (1994)",Crime|Drama,96,2.0,1223256805
9535,318,"Shawshank Redemption, The (1994)",Crime|Drama,15,2.0,997938727
9714,318,"Shawshank Redemption, The (1994)",Crime|Drama,412,2.0,993087893
9683,318,"Shawshank Redemption, The (1994)",Crime|Drama,346,1.0,1159124456
11017,356,Forrest Gump (1994),Comedy|Drama|Romance|War,3,5.0,1298862167
11018,356,Forrest Gump (1994),Comedy|Drama|Romance|War,4,5.0,949919763
11191,356,Forrest Gump (1994),Comedy|Drama|Romance|War,340,5.0,1410373987
11192,356,Forrest Gump (1994),Comedy|Drama|Romance|War,344,5.0,850727633
11194,356,Forrest Gump (1994),Comedy|Drama|Romance|War,348,5.0,960838052
11198,356,Forrest Gump (1994),Comedy|Drama|Romance|War,355,5.0,1130104000
11199,356,Forrest Gump (1994),Comedy|Drama|Romance|War,358,5.0,957794665
11201,356,Forrest Gump (1994),Comedy|Drama|Romance|War,369,5.0,847465421
11202,356,Forrest Gump (1994),Comedy|Drama|Romance|War,371,5.0,1462733874
11206,356,Forrest Gump (1994),Comedy|Drama|Romance|War,380,5.0,949367498
11211,356,Forrest Gump (1994),Comedy|Drama|Romance|War,385,5.0,836679223
11216,356,Forrest Gump (1994),Comedy|Drama|Romance|War,401,5.0,977458147
11159,356,Forrest Gump (1994),Comedy|Drama|Romance|War,275,5.0,1345335302
11160,356,Forrest Gump (1994),Comedy|Drama|Romance|War,277,5.0,1463682667
11161,356,Forrest Gump (1994),Comedy|Drama|Romance|War,279,5.0,838231410
11164,356,Forrest Gump (1994),Comedy|Drama|Romance|War,283,5.0,1114997505
11165,356,Forrest Gump (1994),Comedy|Drama|Romance|War,285,5.0,965092154
11166,356,Forrest Gump (1994),Comedy|Drama|Romance|War,288,5.0,845862204
11167,356,Forrest Gump (1994),Comedy|Drama|Romance|War,292,5.0,1140051028
11175,356,Forrest Gump (1994),Comedy|Drama|Romance|War,306,5.0,939717358
11177,356,Forrest Gump (1994),Comedy|Drama|Romance|War,311,5.0,898096018
11187,356,Forrest Gump (1994),Comedy|Drama|Romance|War,334,5.0,1447031758
11188,356,Forrest Gump (1994),Comedy|Drama|Romance|War,336,5.0,995826491
11190,356,Forrest Gump (1994),Comedy|Drama|Romance|War,339,5.0,1446663193
11217,356,Forrest Gump (1994),Comedy|Drama|Romance|War,402,5.0,1462946740
11218,356,Forrest Gump (1994),Comedy|Drama|Romance|War,405,5.0,1097770325
11254,356,Forrest Gump (1994),Comedy|Drama|Romance|War,473,5.0,1425644213
11256,356,Forrest Gump (1994),Comedy|Drama|Romance|War,478,5.0,1446621713
11249,356,Forrest Gump (1994),Comedy|Drama|Romance|War,462,5.0,1115312512
11220,356,Forrest Gump (1994),Comedy|Drama|Romance|War,410,5.0,1434057929
11237,356,Forrest Gump (1994),Comedy|Drama|Romance|War,442,5.0,1227918415
